Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-11-11 23:07:57;394;1237;97;Kein Fehler erkannt;2.71;0;2.36;;;;;;;;
2018-11-12 00:08:06;393;1234;100;Kein Fehler erkannt;0.00;0;2.07;;;;;;;;
2018-11-12 01:08:15;393;1234;100;Kein Fehler erkannt;0.00;0;1.77;;;;;;;;
2018-11-12 02:08:22;393;1234;100;Kein Fehler erkannt;0.00;0;1.48;;;;;;;;
2018-11-12 03:08:31;393;1234;100;Kein Fehler erkannt;0.00;0;1.48;;;;;;;;
2018-11-12 04:08:39;393;1234;100;Kein Fehler erkannt;0.00;0;1.48;;;;;;;;
2018-11-12 05:08:47;393;1234;100;Kein Fehler erkannt;0.00;0;1.48;;;;;;;;
2018-11-12 06:08:56;389;1222;99;Kein Fehler erkannt;0.94;0;0.89;;;;;;;;
2018-11-12 07:09:03;389;1222;98;Kein Fehler erkannt;1.44;0;0.00;;;;;;;;
2018-11-12 08:09:12;389;1222;98;Kein Fehler erkannt;1.15;0;0.00;;;;;;;;
2018-11-12 09:09:20;389;1222;98;Kein Fehler erkannt;1.21;0;0.00;;;;;;;;
2018-11-12 10:09:28;389;1222;98;Kein Fehler erkannt;1.09;0;0.00;;;;;;;;
2018-11-12 11:09:36;389;1222;98;Kein Fehler erkannt;1.51;0;0.00;;;;;;;;
2018-11-12 12:09:45;389;1222;98;Kein Fehler erkannt;1.55;0;0.00;;;;;;;;
2018-11-12 13:09:53;389;1222;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-12 14:10:01;388;1218;99;Kein Fehler erkannt;0.62;0;0.00;;;;;;;;
2018-11-12 15:10:10;388;1218;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-12 16:10:18;388;1218;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-12 17:10:26;388;1218;99;Kein Fehler erkannt;0.62;0;0.00;;;;;;;;
2018-11-12 18:10:34;388;1218;99;Kein Fehler erkannt;0.85;0;0.00;;;;;;;;
2018-11-12 19:10:43;388;1218;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-12 20:10:50;384;1206;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-12 21:10:59;384;1206;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-12 22:11:08;380;1193;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-12 23:11:15;380;1193;93;Kein Fehler erkannt;7.07;0;0.00;;;;;;;;
2018-11-13 00:11:24;381;1196;98;Kein Fehler erkannt;1.30;0;0.00;;;;;;38;63;
2018-11-13 01:11:32;392;1231;94;Kein Fehler erkannt;6.19;0;0.30;;;;;;;;
2018-11-13 02:11:40;393;1234;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-11-13 03:11:49;399;1253;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-11-13 04:11:56;399;1253;99;Kein Fehler erkannt;0.94;0;0.59;;;;;;;;
2018-11-13 05:12:05;404;1269;100;Kein Fehler erkannt;0.00;0;0.89;;;;;;;;
2018-11-13 06:12:05;399;1253;98;Kein Fehler erkannt;1.44;0;0.89;;;;;;;;
2018-11-13 07:12:21;408;1281;100;Kein Fehler erkannt;0.00;0;1.48;;;;;;;;
2018-11-13 08:12:30;418;1313;98;Kein Fehler erkannt;1.44;0;1.77;;;;;;;;
2018-11-13 09:12:38;440;1382;99;Kein Fehler erkannt;1.02;0;2.36;;;;;;;;
2018-11-13 10:12:46;452;1420;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 11:12:54;453;1423;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 12:13:03;454;1426;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 13:13:11;453;1423;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 14:12:47;454;1426;97;Kein Fehler erkannt;2.68;0;2.95;;;;;;;;
2018-11-13 15:12:56;450;1413;99;Kein Fehler erkannt;0.75;0;2.95;;;;;;;;
2018-11-13 16:13:04;450;1413;97;Kein Fehler erkannt;2.58;0;2.95;;;;;;;;
2018-11-13 17:13:12;450;1413;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 18:13:20;450;1413;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 18:28:02;448;1407;98;Kein Fehler erkannt;1.09;0;2.95;;;;;;;;
2018-11-13 19:28:11;448;1407;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 20:28:18;448;1407;94;Kein Fehler erkannt;6.16;0;2.95;;;;;;;;
2018-11-13 21:28:27;440;1382;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 22:28:35;439;1379;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-11-13 23:28:43;435;1366;99;Kein Fehler erkannt;0.94;0;2.95;;;;;;;;
2018-11-14 00:28:52;435;1366;98;Kein Fehler erkannt;1.09;0;2.65;;;;;;;;
2018-11-14 01:29:00;435;1366;98;Kein Fehler erkannt;1.57;0;2.36;;;;;;;;
2018-11-14 02:29:08;435;1366;98;Kein Fehler erkannt;1.38;0;2.36;;;;;;;;
2018-11-14 03:29:16;435;1366;100;Kein Fehler erkannt;0.00;0;2.36;;;;;;;;
2018-11-14 04:29:25;435;1366;100;Kein Fehler erkannt;0.00;0;2.07;;;;;;;;
2018-11-14 05:29:33;436;1369;94;Kein Fehler erkannt;5.99;0;2.07;;;;;;;;
2018-11-14 06:29:41;436;1369;94;Kein Fehler erkannt;5.78;0;1.77;;;;;;;;
2018-11-14 07:29:50;430;1350;100;Kein Fehler erkannt;0.00;0;1.18;;;;;;;;
2018-11-14 08:29:57;436;1369;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-11-14 09:30:06;437;1372;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-14 10:30:14;437;1372;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-14 11:30:22;432;1357;96;Kein Fehler erkannt;3.93;0;0.00;;;;;;;;
2018-11-14 12:30:31;430;1350;95;Kein Fehler erkannt;4.86;0;0.00;;;;;;;;
2018-11-14 13:30:38;433;1360;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-14 14:30:47;427;1341;98;Kein Fehler erkannt;1.56;0;0.00;;;;;;;;
2018-11-14 15:30:56;428;1344;99;Kein Fehler erkannt;0.75;0;0.00;;;;;;;;
2018-11-14 16:31:03;428;1344;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-14 17:31:12;422;1325;97;Kein Fehler erkannt;2.75;0;0.00;;;;;;;;
2018-11-14 18:31:20;417;1310;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-14 19:31:28;418;1313;94;Kein Fehler erkannt;5.31;0;0.00;;;;;;;;
2018-11-14 20:31:37;419;1316;98;Kein Fehler erkannt;1.56;0;0.00;;;;;;;;
2018-11-14 21:31:45;413;1297;99;Kein Fehler erkannt;0.94;0;0.00;;;;;;;;
2018-11-14 22:31:53;413;1297;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-14 23:32:01;415;1303;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-15 00:32:10;415;1303;98;Kein Fehler erkannt;1.34;0;0.00;;;;;;63;63;
2018-11-15 01:32:18;411;1291;93;Kein Fehler erkannt;6.89;0;0.00;;;;;;;;
2018-11-15 02:32:26;410;1288;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-15 03:32:34;409;1284;98;Kein Fehler erkannt;1.34;0;0.00;;;;;;;;
2018-11-15 04:32:42;409;1284;98;Kein Fehler erkannt;1.38;0;0.00;;;;;;;;
2018-11-15 05:32:51;406;1275;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-15 06:32:58;403;1266;96;Kein Fehler erkannt;3.66;0;0.00;;;;;;;;
2018-11-15 07:33:07;402;1262;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-15 08:33:16;402;1262;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-15 09:33:23;402;1262;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-15 10:33:32;401;1259;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-15 11:33:40;401;1259;98;Kein Fehler erkannt;1.15;0;0.00;;;;;;;;
2018-11-15 12:33:48;401;1259;98;Kein Fehler erkannt;1.49;0;0.00;;;;;;;;
2018-11-15 13:33:57;401;1259;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-15 14:34:05;401;1259;98;Kein Fehler erkannt;1.56;0;0.00;;;;;;;;
2018-11-15 15:34:13;401;1259;98;Kein Fehler erkannt;1.56;0;0.00;;;;;;;;
2018-11-15 16:34:21;399;1253;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-15 17:34:30;397;1247;98;Kein Fehler erkannt;1.26;0;0.00;;;;;;;;
2018-11-15 18:34:38;396;1244;98;Kein Fehler erkannt;1.52;0;0.00;;;;;;;;
2018-11-15 19:34:46;395;1240;99;Kein Fehler erkannt;0.75;0;0.00;;;;;;;;
2018-11-15 20:34:54;395;1240;95;Kein Fehler erkannt;4.97;0;0.00;;;;;;;;
2018-11-15 21:35:02;395;1240;94;Kein Fehler erkannt;5.92;0;0.00;;;;;;;;
2018-11-15 22:35:11;395;1240;94;Kein Fehler erkannt;5.80;0;0.00;;;;;;;;
2018-11-15 23:35:19;391;1228;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-16 00:35:27;391;1228;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;75;66;
2018-11-16 01:35:36;391;1228;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 02:35:43;391;1228;96;Kein Fehler erkannt;3.75;0;0.00;;;;;;;;
2018-11-16 03:35:52;390;1225;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-16 04:36:01;390;1225;99;Kein Fehler erkannt;0.44;0;0.00;;;;;;;;
2018-11-16 05:36:08;386;1212;98;Kein Fehler erkannt;1.32;0;0.00;;;;;;;;
2018-11-16 06:36:17;384;1206;98;Kein Fehler erkannt;1.26;0;0.00;;;;;;;;
2018-11-16 07:36:24;383;1203;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 08:36:33;379;1190;98;Kein Fehler erkannt;1.21;0;0.00;;;;;;;;
2018-11-16 09:36:42;378;1187;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 10:36:49;377;1184;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 11:36:58;377;1184;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 12:37:06;377;1184;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 13:37:14;371;1165;98;Kein Fehler erkannt;1.26;0;0.00;;;;;;;;
2018-11-16 14:37:22;368;1156;99;Kein Fehler erkannt;0.75;0;0.00;;;;;;;;
2018-11-16 15:37:31;367;1152;98;Kein Fehler erkannt;1.09;0;0.00;;;;;;;;
2018-11-16 16:37:39;365;1146;99;Kein Fehler erkannt;0.85;0;0.00;;;;;;;;
2018-11-16 17:37:47;364;1143;98;Kein Fehler erkannt;1.44;0;0.00;;;;;;;;
2018-11-16 18:37:55;364;1143;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 19:38:03;356;1118;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 20:38:12;355;1115;98;Kein Fehler erkannt;1.47;0;0.00;;;;;;;;
2018-11-16 21:38:20;355;1115;98;Kein Fehler erkannt;1.51;0;0.00;;;;;;;;
2018-11-16 22:38:28;353;1108;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-16 23:38:37;353;1108;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-17 00:38:44;353;1108;95;Kein Fehler erkannt;5.09;0;0.00;;;;;;120;76;
2018-11-17 01:38:53;355;1115;94;Kein Fehler erkannt;5.83;0;0.00;;;;;;;;
2018-11-17 02:39:01;354;1112;94;Kein Fehler erkannt;5.83;0;0.00;;;;;;;;
2018-11-17 03:39:09;351;1102;98;Kein Fehler erkannt;1.52;0;0.00;;;;;;;;
2018-11-17 04:39:18;351;1102;99;Kein Fehler erkannt;0.44;0;0.00;;;;;;;;
2018-11-17 05:39:25;351;1102;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-17 06:39:34;351;1102;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-17 07:39:42;349;1096;95;Kein Fehler erkannt;5.15;0;0.00;;;;;;;;
2018-11-17 08:39:50;345;1083;99;Kein Fehler erkannt;0.44;0;0.00;;;;;;;;
2018-11-17 09:39:59;349;1096;94;Kein Fehler erkannt;6.26;0;0.30;;;;;;;;
2018-11-17 10:40:07;347;1090;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-17 11:40:15;347;1090;97;Kein Fehler erkannt;2.46;0;0.30;;;;;;;;
2018-11-17 12:40:23;347;1090;99;Kein Fehler erkannt;0.44;0;0.30;;;;;;;;
2018-11-17 13:40:31;344;1080;98;Kein Fehler erkannt;1.57;0;0.30;;;;;;;;
2018-11-17 14:40:40;344;1080;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-17 15:40:48;345;1083;94;Kein Fehler erkannt;5.76;0;0.30;;;;;;;;
2018-11-17 16:40:56;342;1074;98;Kein Fehler erkannt;1.49;0;0.30;;;;;;;;
2018-11-17 17:41:04;339;1065;96;Kein Fehler erkannt;3.62;0;0.30;;;;;;;;
2018-11-17 18:41:13;336;1055;95;Kein Fehler erkannt;5.11;0;0.30;;;;;;;;
2018-11-17 19:41:20;334;1049;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-17 20:27:22;333;1046;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-17 21:18:46;331;1039;95;Kein Fehler erkannt;4.83;0;0.30;;;;;;;;
2018-11-17 22:18:54;333;1046;98;Kein Fehler erkannt;1.32;0;0.30;;;;;;;;
2018-11-17 23:19:02;333;1046;95;Kein Fehler erkannt;5.10;0;0.30;;;;;;;;
2018-11-18 00:19:11;329;1033;98;Kein Fehler erkannt;1.38;0;0.30;;;;;;;;
2018-11-18 01:19:18;329;1033;98;Kein Fehler erkannt;1.09;0;0.30;;;;;;;;
2018-11-18 02:19:27;329;1033;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-18 03:19:36;329;1033;99;Kein Fehler erkannt;0.62;0;0.30;;;;;;;;
2018-11-18 04:19:43;329;1033;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-18 05:19:52;329;1033;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-18 06:19:59;327;1027;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-18 07:20:08;327;1027;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-18 08:20:17;323;1014;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-18 09:20:24;318;999;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-18 10:20:33;316;992;98;Kein Fehler erkannt;1.56;0;0.00;;;;;;;;
2018-11-18 11:20:40;316;992;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-18 12:20:49;314;986;98;Kein Fehler erkannt;1.55;0;0.00;;;;;;;;
2018-11-18 13:20:58;314;986;94;Kein Fehler erkannt;5.62;0;0.00;;;;;;;;
2018-11-18 14:21:05;315;989;94;Kein Fehler erkannt;5.79;0;0.00;;;;;;;;
2018-11-18 15:21:14;310;973;94;Kein Fehler erkannt;5.80;0;0.00;;;;;;;;
2018-11-18 16:21:14;307;964;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-18 17:21:30;307;964;100;Kein Fehler erkannt;0.00;0;nan;;;;;;;;
2018-11-18 18:21:38;307;964;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-18 19:21:46;305;958;95;Kein Fehler erkannt;4.36;0;0.00;;;;;;;;
2018-11-18 20:21:55;303;951;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-18 21:22:03;301;945;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-18 22:22:11;300;942;97;Kein Fehler erkannt;3.07;0;0.00;;;;;;;;
2018-11-18 23:22:19;300;942;96;Kein Fehler erkannt;3.44;0;0.00;;;;;;;;
2018-11-19 00:22:27;298;936;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;97;80;
2018-11-19 01:22:36;297;933;99;Kein Fehler erkannt;0.94;0;0.00;;;;;;;;
2018-11-19 02:22:44;296;929;98;Kein Fehler erkannt;1.26;0;0.00;;;;;;;;
2018-11-19 03:22:52;296;929;98;Kein Fehler erkannt;1.30;0;0.00;;;;;;;;
2018-11-19 04:23:00;296;929;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-19 05:23:08;294;923;98;Kein Fehler erkannt;1.44;0;0.00;;;;;;;;
2018-11-19 06:23:17;290;911;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-19 07:23:25;289;907;98;Kein Fehler erkannt;1.15;0;0.00;;;;;;;;
2018-11-19 08:23:33;285;895;98;Kein Fehler erkannt;1.55;0;0.00;;;;;;;;
2018-11-19 09:23:41;284;892;99;Kein Fehler erkannt;0.85;0;0.00;;;;;;;;
2018-11-19 10:23:49;284;892;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-19 11:23:58;283;889;99;Kein Fehler erkannt;0.75;0;0.00;;;;;;;;
2018-11-19 12:24:05;281;882;98;Kein Fehler erkannt;1.49;0;0.00;;;;;;;;
2018-11-19 13:24:14;279;876;98;Kein Fehler erkannt;1.56;0;0.00;;;;;;;;
2018-11-19 14:24:22;279;876;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-19 15:24:30;277;870;98;Kein Fehler erkannt;1.15;0;0.00;;;;;;;;
2018-11-19 16:24:38;277;870;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-19 17:24:46;276;867;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-19 18:24:55;272;854;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-19 19:25:03;271;851;99;Kein Fehler erkannt;0.94;0;0.00;;;;;;;;
2018-11-19 20:25:11;271;851;98;Kein Fehler erkannt;1.52;0;0.00;;;;;;;;
2018-11-19 21:25:19;270;848;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-19 22:25:28;269;845;98;Kein Fehler erkannt;1.30;0;0.00;;;;;;;;
2018-11-19 23:25:35;267;838;98;Kein Fehler erkannt;1.21;0;0.00;;;;;;;;
2018-11-20 00:25:44;266;835;98;Kein Fehler erkannt;1.47;0;0.00;;;;;;101;83;
2018-11-20 01:25:52;266;835;98;Kein Fehler erkannt;1.47;0;0.00;;;;;;;;
2018-11-20 02:26:00;266;835;98;Kein Fehler erkannt;1.44;0;0.00;;;;;;;;
2018-11-20 03:26:09;266;835;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-20 04:26:16;266;835;98;Kein Fehler erkannt;1.41;0;0.00;;;;;;;;
2018-11-20 05:26:25;265;832;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 06:26:32;259;813;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 07:26:41;258;810;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 08:26:50;257;807;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 09:26:57;256;804;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 10:27:06;255;801;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 11:27:14;255;801;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 12:27:22;255;801;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 13:27:31;254;797;99;Kein Fehler erkannt;1.02;0;0.00;;;;;;;;
2018-11-20 14:27:38;254;797;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 15:27:47;254;797;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 16:27:54;251;788;99;Kein Fehler erkannt;0.94;0;0.00;;;;;;;;
2018-11-20 17:28:03;251;788;98;Kein Fehler erkannt;1.34;0;0.00;;;;;;;;
2018-11-20 18:28:12;250;785;99;Kein Fehler erkannt;1.02;0;0.00;;;;;;;;
2018-11-20 19:28:19;249;782;98;Kein Fehler erkannt;1.44;0;0.00;;;;;;;;
2018-11-20 20:28:28;247;775;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-20 21:28:35;245;769;98;Kein Fehler erkannt;1.47;0;0.00;;;;;;;;
2018-11-20 22:28:44;243;763;98;Kein Fehler erkannt;1.49;0;0.00;;;;;;;;
2018-11-20 23:28:52;242;760;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 00:29:00;242;760;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;75;82;
2018-11-21 01:29:09;242;760;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 02:29:16;242;760;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 03:29:25;242;760;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 04:29:33;241;757;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 05:29:41;239;750;99;Kein Fehler erkannt;0.44;0;0.00;;;;;;;;
2018-11-21 06:29:50;234;735;98;Kein Fehler erkannt;1.38;0;0.00;;;;;;;;
2018-11-21 07:29:57;234;735;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-21 08:30:06;234;735;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-21 09:30:14;234;735;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-21 10:30:22;235;738;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 11:30:31;235;738;98;Kein Fehler erkannt;1.49;0;0.00;;;;;;;;
2018-11-21 12:30:38;235;738;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 13:30:47;233;731;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 14:30:55;233;731;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 15:31:03;233;731;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 16:31:12;232;728;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-11-21 17:31:19;229;719;98;Kein Fehler erkannt;1.49;0;0.00;;;;;;;;
2018-11-21 18:31:28;225;706;99;Kein Fehler erkannt;0.62;0;0.00;;;;;;;;
2018-11-21 19:31:36;225;706;98;Kein Fehler erkannt;1.30;0;0.00;;;;;;;;
2018-11-21 20:31:44;225;706;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 21:31:52;223;700;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 22:32:00;223;700;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-21 23:32:09;222;697;98;Kein Fehler erkannt;1.38;0;0.00;;;;;;;;
2018-11-22 00:32:17;223;700;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;60;79;
2018-11-22 01:32:25;223;700;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 02:32:33;222;697;98;Kein Fehler erkannt;1.44;0;0.00;;;;;;;;
2018-11-22 03:32:41;220;691;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 04:32:50;220;691;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 05:32:58;213;669;99;Kein Fehler erkannt;0.94;0;0.00;;;;;;;;
2018-11-22 06:33:06;213;669;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 07:33:14;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 08:33:22;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 09:33:31;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 10:33:39;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 11:33:47;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 12:33:55;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-22 13:34:03;211;662;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
