Log File;Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
180819_V10_1.csv;19.08.2018 00:39;401;1259;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:40;400;1256;98;;1,26;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:41;400;1256;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:42;400;1256;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:43;400;1256;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:43;400;1256;98;;1,52;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:44;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:45;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:46;400;1256;98;;1,49;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:47;400;1256;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:48;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:49;400;1256;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:49;400;1256;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:50;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:51;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:52;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:53;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:54;400;1256;98;;1,55;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:54;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:55;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:56;400;1256;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:57;400;1256;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:58;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:59;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 00:59;400;1256;98;;1,52;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:00;400;1256;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:01;400;1256;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:02;400;1256;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:03;400;1256;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:04;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:04;400;1256;98;;1,47;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:05;400;1256;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:06;400;1256;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:07;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:08;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:09;400;1256;98;;1,49;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:09;400;1256;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:10;400;1256;98;;1,55;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:11;400;1256;98;;1,55;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:12;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:13;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:14;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:15;400;1256;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:15;400;1256;98;;1,47;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:16;400;1256;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:17;400;1256;98;;1,49;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:18;400;1256;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:19;400;1256;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:20;400;1256;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:20;400;1256;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:21;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:22;400;1256;98;;1,49;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:23;400;1256;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:24;400;1256;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:25;400;1256;98;;1,15;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:25;400;1256;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:26;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:27;400;1256;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:28;400;1256;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:29;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:30;400;1256;98;;1,38;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:30;400;1256;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:31;400;1256;98;;1,15;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:32;400;1256;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:33;400;1256;98;;1,26;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:34;400;1256;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:35;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:35;400;1256;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:36;400;1256;99;;0,94;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:37;400;1256;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:38;400;1256;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:39;400;1256;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:40;400;1256;98;;1,26;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:41;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:41;400;1256;99;;0,85;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:42;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:43;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:44;400;1256;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:45;400;1256;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:46;400;1256;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:46;400;1256;98;;1,09;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:47;400;1256;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:48;400;1256;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:49;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:50;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:51;400;1256;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:52;400;1256;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:53;400;1256;98;;1,15;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:53;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:54;400;1256;99;;1,02;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:55;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:56;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:57;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:58;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:58;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 01:59;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:00;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:01;400;1256;99;;0,85;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:02;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:03;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:04;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:04;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:05;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:06;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:07;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:08;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:09;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:09;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:10;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:11;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:12;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:13;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:14;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:14;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:15;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:16;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:17;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:18;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:19;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:19;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:20;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:21;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:22;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:23;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:24;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:24;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:25;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:26;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:27;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:28;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:29;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:30;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:30;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:31;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:32;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:33;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:34;399;1253;99;;0,75;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:35;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:35;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:36;399;1253;99;;0,75;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:37;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:38;399;1253;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:39;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:40;399;1253;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:40;399;1253;98;;1,52;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:41;400;1256;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:42;399;1253;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:43;399;1253;99;;0,85;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:44;399;1253;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:45;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:45;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:46;399;1253;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:47;399;1253;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:48;399;1253;98;;1,09;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:49;399;1253;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:50;399;1253;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:51;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:52;399;1253;98;;1,09;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:52;399;1253;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:53;399;1253;98;;1,38;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:54;399;1253;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:55;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:56;399;1253;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:57;399;1253;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:57;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:58;399;1253;98;;1,38;60;;;;;;;;
180819_V10_1.csv;19.08.2018 02:59;399;1253;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:00;399;1253;98;;1,52;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:01;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:02;399;1253;98;;1,47;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:02;399;1253;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:03;399;1253;98;;1,38;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:04;399;1253;98;;1,54;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:05;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:06;399;1253;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:07;399;1253;98;;1,49;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:07;399;1253;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:08;399;1253;98;;1,47;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:09;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:10;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:11;399;1253;98;;1,38;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:12;399;1253;98;;1,56;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:12;399;1253;98;;1,52;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:13;399;1253;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:14;399;1253;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:15;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:16;399;1253;98;;1,34;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:17;399;1253;98;;1,26;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:18;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:18;399;1253;98;;1,52;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:19;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:20;399;1253;98;;1,47;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:21;399;1253;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:22;399;1253;98;;1,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:23;399;1253;99;;0,44;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:23;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:24;399;1253;98;;1,15;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:25;399;1253;98;;1,57;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:26;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:27;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:28;399;1253;98;;1,26;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:28;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:29;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:30;399;1253;99;;1,02;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:31;399;1253;99;;0,75;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:32;399;1253;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:33;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:33;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:34;399;1253;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:35;399;1253;98;;1,09;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:36;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:37;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:38;399;1253;99;;1,02;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:38;399;1253;98;;1,21;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:39;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:40;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:41;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:42;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:43;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:44;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:44;399;1253;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:45;399;1253;99;;0,85;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:46;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:47;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:48;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:49;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:49;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:50;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:51;399;1253;98;;1,26;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:52;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:53;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:54;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:55;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:55;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:56;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:57;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:58;399;1253;98;;1,51;60;;;;;;;;
180819_V10_1.csv;19.08.2018 03:59;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:00;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:00;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:01;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:02;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:03;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:04;399;1253;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:05;399;1253;99;;0,62;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:05;399;1253;95;;4,73;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:06;402;1262;97;;2,13;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:07;402;1262;95;;4,32;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:08;402;1262;98;;1,41;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:09;402;1262;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:10;402;1262;97;;3,09;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:11;402;1262;98;;1,17;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:11;402;1262;96;;3,45;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:12;402;1262;96;;3,73;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:13;402;1262;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:14;402;1262;98;;1,09;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:15;402;1262;99;;0,85;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:16;402;1262;98;;1,3;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:16;402;1262;98;;1,15;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:17;403;1266;100;;0;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:18;402;1262;99;;0,75;60;;;;;;;;
180819_V10_1.csv;19.08.2018 04:19;401;1259;95;;5,13;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:20;403;1266;98;;1,48;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:21;402;1262;99;;0,75;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:22;402;1262;99;;1,02;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:23;403;1266;100;;0;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:24;403;1266;100;;0;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:25;402;1262;98;;1,34;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:26;402;1262;97;;2,14;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:26;403;1266;100;;0;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:27;403;1266;100;;0;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:28;403;1266;100;;0;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:29;402;1262;98;;1,21;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:30;402;1262;99;;0,62;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:31;402;1262;99;;0,44;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:31;402;1262;99;;0,62;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:32;402;1262;96;;3,31;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:33;402;1262;98;;1,09;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:34;402;1262;98;;1,21;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:35;403;1266;100;;0;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:36;402;1262;99;;1,02;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:36;402;1262;99;;0,62;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:37;402;1262;98;;1,15;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:38;402;1262;98;;1,44;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:39;402;1262;98;;1,34;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:40;402;1262;99;;0,94;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:41;402;1262;99;;0,94;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:41;402;1262;98;;1,09;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:42;402;1262;98;;1,15;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:43;402;1262;98;;1,44;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:44;402;1262;98;;1,34;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:45;402;1262;98;;1,47;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:46;401;1259;94;;5,7;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:47;402;1262;98;;1,3;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:47;402;1262;98;;1,26;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:48;402;1262;99;;0,94;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:49;402;1262;99;;0,85;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:50;402;1262;98;;1,09;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:51;402;1262;98;;1,26;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:52;402;1262;98;;1,26;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:53;401;1259;95;;5,14;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:53;402;1262;97;;2,19;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:54;402;1262;98;;1,34;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:55;402;1262;98;;1,34;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:56;402;1262;97;;2,68;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:57;402;1262;99;;0,75;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:58;402;1262;98;;1,21;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:58;402;1262;98;;1,26;60;;;;;;;;
180819_V10_2.csv;19.08.2018 04:59;401;1259;94;;5,73;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:00;402;1262;96;;3,39;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:01;402;1262;98;;1,49;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:02;402;1262;96;;3,77;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:03;402;1262;98;;1,49;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:03;402;1262;98;;1,26;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:04;402;1262;99;;0,94;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:05;402;1262;98;;1,49;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:06;402;1262;95;;4,38;60;;;;;;;;
180819_V10_2.csv;19.08.2018 05:07;402;1262;98;;1,49;60;;;;;;;;
