Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-10-21 14:56:58;203;637;93;Kein Fehler erkannt;6.75;600;0.00;;;;;;;-37;-55;
2018-10-21 15:10:10;204;640;93;Kein Fehler erkannt;7.19;600;0.00;;;;;;;-40;-53;
2018-10-21 16:10:18;204;640;100;Kein Fehler erkannt;0.00;600;0.00;;;;;;;-40;-51;
2018-10-21 17:10:27;202;634;100;Kein Fehler erkannt;0.00;600;0.00;;;;;;;-34;-49;
2018-10-21 18:10:34;200;628;94;Kein Fehler erkannt;5.90;600;0.00;;;;;;;-28;-46;
2018-10-21 19:10:43;198;622;98;Kein Fehler erkannt;1.21;600;0.00;;;;;;;-22;-42;
2018-10-21 19:13:25;201;631;98;Kein Fehler erkannt;1.13;620;0.00;;;;;;;-11;-38;
2018-10-21 20:10:51;203;637;95;Kein Fehler erkannt;4.57;620;0.00;;;;;;;-17;-34;
2018-10-21 21:10:59;202;634;100;Kein Fehler erkannt;0.00;620;0.00;;;;;;;-14;-30;
2018-10-21 22:11:08;202;634;100;Kein Fehler erkannt;0.00;620;0.00;;;;;;;-14;-25;
2018-10-21 23:11:16;199;625;100;Kein Fehler erkannt;0.00;620;0.00;;;;;;;-5;-22;
2018-10-21 23:13:58;205;644;93;Kein Fehler erkannt;6.49;640;0.00;;;;;;;-4;-18;
2018-10-22 00:11:24;205;644;99;Kein Fehler erkannt;0.62;640;0.00;;;;;;;-4;-15;
2018-10-22 01:11:32;205;644;98;Kein Fehler erkannt;1.26;640;0.00;;;;;;;-4;-12;
2018-10-22 02:11:40;204;640;98;Kein Fehler erkannt;1.44;640;0.00;;;;;;;0;-9;
2018-10-22 03:11:48;204;640;98;Kein Fehler erkannt;1.38;640;0.00;;;;;;;0;-7;
2018-10-22 04:11:57;202;634;98;Kein Fehler erkannt;1.55;640;0.00;;;;;;;6;-5;
2018-10-22 05:12:06;199;625;97;Kein Fehler erkannt;2.98;640;0.00;;;;;;;15;-2;
2018-10-22 05:14:48;205;644;94;Kein Fehler erkannt;5.70;660;0.00;;;;;;;16;0;
