Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-10-24 18:39:23;202;634;97;Kein Fehler erkannt;3.10;780;0.00;;;;;;;;
2018-10-24 18:55:00;200;628;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-10-24 18:58:50;200;628;98;Kein Fehler erkannt;1.49;0;0.00;;;;;;;;
2018-10-24 19:58:55;204;640;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-24 20:28:47;204;640;98;Kein Fehler erkannt;1.51;0;0.00;;;;;;;;
2018-10-24 21:28:54;206;647;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-24 22:29:01;203;637;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-24 23:29:10;203;637;98;Kein Fehler erkannt;1.09;0;0.00;;;;;;;;
2018-10-25 00:29:18;203;637;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-25 01:29:26;203;637;98;Kein Fehler erkannt;1.09;0;0.00;;;;;;;;
2018-10-25 02:29:34;204;640;98;Kein Fehler erkannt;1.52;0;0.00;;;;;;;;
2018-10-25 03:29:43;209;656;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-25 04:29:51;209;656;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-10-25 05:29:59;206;647;98;Kein Fehler erkannt;1.56;0;0.30;;;;;;;;
2018-10-25 06:30:05;207;650;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-10-25 07:30:15;209;656;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-10-25 08:30:24;209;656;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-10-25 09:30:33;209;656;99;Kein Fehler erkannt;0.75;0;0.30;;;;;;;;
2018-10-25 10:30:40;209;656;99;Kein Fehler erkannt;1.02;0;0.59;;;;;;;;
2018-10-25 11:30:49;211;662;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-25 12:30:57;211;662;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-25 13:30:58;211;662;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-25 14:31:14;210;659;96;Kein Fehler erkannt;3.41;0;0.59;;;;;;;;
2018-10-25 15:31:22;210;659;98;Kein Fehler erkannt;1.54;0;0.59;;;;;;;;
2018-10-25 16:31:30;204;640;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-25 17:31:38;201;631;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-25 18:31:47;199;625;98;Kein Fehler erkannt;1.26;0;0.59;;;;;;;;
2018-10-25 18:34:29;204;640;93;Kein Fehler erkannt;6.63;20;0.59;;;;;;;;
2018-10-25 19:31:55;206;647;98;Kein Fehler erkannt;1.57;20;0.59;;;;;;;;
2018-10-25 20:32:03;206;647;98;Kein Fehler erkannt;1.26;20;0.59;;;;;;;;
2018-10-25 21:32:12;203;637;98;Kein Fehler erkannt;1.55;20;0.59;;;;;;;;
2018-10-25 22:32:19;203;637;98;Kein Fehler erkannt;1.34;20;0.59;;;;;;;;
2018-10-25 23:32:28;203;637;98;Kein Fehler erkannt;1.21;20;0.59;;;;;;;;
2018-10-26 00:32:37;203;637;98;Kein Fehler erkannt;1.55;20;nan;;;;;;;;
2018-10-26 01:32:44;203;637;100;Kein Fehler erkannt;0.00;20;0.59;;;;;;;;
2018-10-26 02:32:53;202;634;100;Kein Fehler erkannt;0.00;20;0.59;;;;;;;;
2018-10-26 03:33:01;202;634;100;Kein Fehler erkannt;0.00;20;0.30;;;;;;;;
2018-10-26 04:33:09;200;628;98;Kein Fehler erkannt;1.44;20;0.30;;;;;;;;
2018-10-26 05:33:18;199;625;98;Kein Fehler erkannt;1.56;20;0.30;;;;;;;;
2018-10-26 05:36:00;204;640;93;Kein Fehler erkannt;6.35;40;0.30;;;;;;;;
2018-10-26 06:33:26;204;640;99;Kein Fehler erkannt;0.75;40;0.30;;;;;;;;
2018-10-26 07:33:34;204;640;100;Kein Fehler erkannt;0.00;40;0.30;;;;;;;;
2018-10-26 08:33:42;204;640;100;Kein Fehler erkannt;0.00;40;0.30;;;;;;;;
2018-10-26 09:33:50;204;640;100;Kein Fehler erkannt;0.00;40;0.00;;;;;;;;
2018-10-26 10:33:59;204;640;100;Kein Fehler erkannt;0.00;40;0.00;;;;;;;;
2018-10-26 11:34:07;204;640;100;Kein Fehler erkannt;0.00;40;0.00;;;;;;;;
2018-10-26 12:34:15;202;634;100;Kein Fehler erkannt;0.00;40;0.00;;;;;;;;
2018-10-26 13:34:23;201;631;98;Kein Fehler erkannt;1.51;40;0.00;;;;;;;;
2018-10-26 14:34:32;200;628;98;Kein Fehler erkannt;1.57;40;0.00;;;;;;;;
2018-10-26 15:34:40;198;622;100;Kein Fehler erkannt;0.00;40;0.00;;;;;;;;
2018-10-26 15:37:21;204;640;96;Kein Fehler erkannt;4.02;60;0.00;;;;;;;;
2018-10-26 16:34:48;205;644;100;Kein Fehler erkannt;0.00;60;0.00;;;;;;;;
2018-10-26 17:34:57;202;634;100;Kein Fehler erkannt;0.00;60;0.00;;;;;;;;
2018-10-26 18:35:04;200;628;100;Kein Fehler erkannt;0.00;60;0.00;;;;;;;;
2018-10-26 19:35:13;198;622;98;Kein Fehler erkannt;1.44;60;0.00;;;;;;;;
2018-10-26 19:37:55;204;640;94;Kein Fehler erkannt;5.59;80;0.00;;;;;;;;
2018-10-26 20:35:22;204;640;100;Kein Fehler erkannt;0.00;80;0.00;;;;;;;;
2018-10-26 21:35:29;204;640;100;Kein Fehler erkannt;0.00;80;0.00;;;;;;;;
2018-10-26 22:35:38;200;628;100;Kein Fehler erkannt;0.00;80;0.00;;;;;;;;
2018-10-26 23:35:46;200;628;100;Kein Fehler erkannt;0.00;80;0.00;;;;;;;;
2018-10-27 00:35:54;200;628;100;Kein Fehler erkannt;0.00;80;0.00;;;;;;69;69;
2018-10-27 01:36:03;205;644;99;Kein Fehler erkannt;0.75;80;0.30;;;;;;;;
2018-10-27 02:36:11;205;644;98;Kein Fehler erkannt;1.26;80;0.30;;;;;;;;
2018-10-27 03:36:19;205;644;99;Kein Fehler erkannt;0.85;80;0.30;;;;;;;;
2018-10-27 04:36:27;207;650;98;Kein Fehler erkannt;1.57;80;0.30;;;;;;;;
2018-10-27 05:36:36;204;640;100;Kein Fehler erkannt;0.00;80;0.30;;;;;;;;
2018-10-27 06:36:44;204;640;100;Kein Fehler erkannt;0.00;80;0.30;;;;;;;;
2018-10-27 07:36:52;201;631;100;Kein Fehler erkannt;0.00;80;0.30;;;;;;;;
2018-10-27 08:37:01;195;612;98;Kein Fehler erkannt;1.09;80;0.30;;;;;;;;
2018-10-27 08:39:43;199;625;94;Kein Fehler erkannt;5.32;100;0.30;;;;;;;;
2018-10-27 08:42:25;208;653;97;Kein Fehler erkannt;2.62;120;0.30;;;;;;;;
2018-10-27 09:37:08;207;650;98;Kein Fehler erkannt;1.26;120;0.59;;;;;;;;
2018-10-27 10:37:17;207;650;98;Kein Fehler erkannt;1.21;120;0.59;;;;;;;;
2018-10-27 11:37:25;204;640;100;Kein Fehler erkannt;0.00;120;0.59;;;;;;;;
2018-10-27 12:37:33;204;640;100;Kein Fehler erkannt;0.00;120;0.59;;;;;;;;
2018-10-27 13:37:42;204;640;100;Kein Fehler erkannt;0.00;120;0.59;;;;;;;;
2018-10-27 14:37:49;204;640;100;Kein Fehler erkannt;0.00;120;0.59;;;;;;;;
2018-10-27 15:37:58;203;637;98;Kein Fehler erkannt;1.21;120;0.59;;;;;;;;
2018-10-27 16:37:59;204;640;100;Kein Fehler erkannt;0.00;120;nan;;;;;;;;
2018-10-27 17:37:59;203;637;98;Kein Fehler erkannt;1.54;120;nan;;;;;;;;
2018-10-27 18:38:00;203;637;98;Kein Fehler erkannt;1.34;120;nan;;;;;;;;
2018-10-27 19:38:00;202;634;99;Kein Fehler erkannt;0.75;120;nan;;;;;;;;
2018-10-27 20:03:23;202;634;100;Kein Fehler erkannt;0.00;120;0.59;;;;;;;;
2018-10-27 21:03:31;201;631;99;Kein Fehler erkannt;0.63;120;0.59;;;;;;;;
2018-10-27 22:03:39;198;622;100;Kein Fehler erkannt;0.00;120;0.59;;;;;;;;
2018-10-27 22:06:21;201;631;97;Kein Fehler erkannt;2.58;140;0.59;;;;;;;;
2018-10-27 23:03:48;223;700;98;Kein Fehler erkannt;1.38;140;1.18;;;;;;;;
2018-10-28 00:03:56;228;716;95;Kein Fehler erkannt;4.36;140;1.48;;;;;;;;
2018-10-28 01:04:04;257;807;100;Kein Fehler erkannt;0.00;140;2.36;;;;;;;;
2018-10-28 02:04:12;294;923;98;Kein Fehler erkannt;1.44;140;3.25;;;;;;;;
2018-10-28 03:04:21;333;1046;94;Kein Fehler erkannt;5.47;140;4.43;0;123;48;-156;OK;;;
2018-10-28 04:04:29;356;1118;98;Kein Fehler erkannt;1.30;140;5.01;;;;;;;;
2018-10-28 05:04:37;364;1143;100;Kein Fehler erkannt;0.00;140;5.31;;;;;;;;
2018-10-28 06:04:46;369;1159;98;Kein Fehler erkannt;1.52;140;5.61;;;;;;;;
