Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-09-16 06:11:47;599;1881;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 07:12:41;593;1862;99;Kein Fehler erkannt;0.44;2991;nan;;;;;;;;;
2018-09-16 08:12:41;592;1859;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 09:12:42;591;1856;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 10:12:43;588;1847;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 11:12:43;587;1844;98;Kein Fehler erkannt;1.34;2991;nan;;;;;;;;;
2018-09-16 12:12:44;584;1834;98;Kein Fehler erkannt;1.34;2991;nan;;;;;;;;;
2018-09-16 13:12:44;583;1831;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 14:12:45;579;1818;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 15:13:47;578;1815;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 16:13:55;578;1815;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 17:13:56;568;1784;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 18:13:57;568;1784;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 19:13:57;564;1771;99;Kein Fehler erkannt;0.62;2991;nan;;;;;;;;;
2018-09-16 20:14:29;562;1765;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-16 21:14:30;560;1759;98;Kein Fehler erkannt;1.52;2991;nan;;;;;;;;;
2018-09-16 22:14:30;559;1756;98;Kein Fehler erkannt;1.15;2991;nan;;;;;;;;;
2018-09-16 23:14:31;559;1756;98;Kein Fehler erkannt;1.34;2991;nan;;;;;;;;;
2018-09-17 00:14:32;559;1756;98;Kein Fehler erkannt;1.57;2991;nan;;;;;;;;;
2018-09-17 01:15:10;559;1756;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 02:15:11;559;1756;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 03:15:26;558;1753;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 04:15:35;558;1753;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 05:15:36;547;1718;98;Kein Fehler erkannt;1.30;2991;nan;;;;;;;;;
2018-09-17 06:15:36;550;1727;94;Kein Fehler erkannt;6.13;2991;nan;;;;;;;;;
2018-09-17 07:15:37;551;1731;98;Kein Fehler erkannt;1.34;2991;nan;;;;;;;;;
2018-09-17 08:16:08;551;1731;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 09:16:08;551;1731;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 10:16:25;551;1731;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 11:16:26;551;1731;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 12:16:41;551;1731;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 13:16:42;550;1727;99;Kein Fehler erkannt;1.02;2991;nan;;;;;;;;;
2018-09-17 14:16:43;546;1715;95;Kein Fehler erkannt;4.67;2991;nan;;;;;;;;;
2018-09-17 15:16:43;547;1718;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 16:17:15;547;1718;100;Kein Fehler erkannt;0.00;2991;nan;;;;;;;;;
2018-09-17 16:46:12;546;1715;98;Kein Fehler erkannt;1.34;2991;0.00;;;;;;;;;
