Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-10-22 06:11:04;206;647;98;Kein Fehler erkannt;1.15;660;0.00;;;;;;;;
2018-10-22 06:11:06;206;647;98;Kein Fehler erkannt;1.51;660;0.00;;;;;;;;
2018-10-22 06:11:08;206;647;98;Kein Fehler erkannt;1.26;660;0.00;;;;;;;;
2018-10-22 06:11:11;206;647;98;Kein Fehler erkannt;1.34;660;0.00;;;;;;;;
2018-10-22 06:11:13;206;647;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:11:15;206;647;98;Kein Fehler erkannt;1.30;660;0.00;;;;;;;;
2018-10-22 06:11:17;206;647;98;Kein Fehler erkannt;1.34;660;0.00;;;;;;;;
2018-10-22 06:11:20;206;647;98;Kein Fehler erkannt;1.49;660;0.00;;;;;;;;
2018-10-22 06:11:22;206;647;98;Kein Fehler erkannt;1.30;660;0.00;;;;;;;;
2018-10-22 06:11:24;206;647;98;Kein Fehler erkannt;1.41;660;0.00;;;;;;;;
2018-10-22 06:11:27;206;647;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:11:29;206;647;98;Kein Fehler erkannt;1.51;660;0.00;;;;;;;;
2018-10-22 06:11:32;206;647;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:11:34;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:11:36;207;650;94;Kein Fehler erkannt;5.84;660;0.00;;;;;;;;
2018-10-22 06:11:39;208;653;92;Kein Fehler erkannt;8.10;660;0.00;;;;;;;;
2018-10-22 06:11:41;207;650;94;Kein Fehler erkannt;5.97;660;0.00;;;;;;;;
2018-10-22 06:11:43;206;647;96;Kein Fehler erkannt;3.59;660;0.00;;;;;;;;
2018-10-22 06:11:46;208;653;92;Kein Fehler erkannt;7.70;660;0.00;;;;;;;;
2018-10-22 06:11:48;208;653;94;Kein Fehler erkannt;5.48;660;0.00;;;;;;;;
2018-10-22 06:11:50;205;644;98;Kein Fehler erkannt;1.84;660;0.00;;;;;;;;
2018-10-22 06:11:53;206;647;99;Kein Fehler erkannt;0.85;660;0.00;;;;;;;;
2018-10-22 06:11:55;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:11:57;205;644;98;Kein Fehler erkannt;1.09;660;0.00;;;;;;;;
2018-10-22 06:12:00;206;647;99;Kein Fehler erkannt;0.98;660;0.00;;;;;;;;
2018-10-22 06:12:02;206;647;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:12:04;206;647;98;Kein Fehler erkannt;1.38;660;0.00;;;;;;;;
2018-10-22 06:12:07;206;647;99;Kein Fehler erkannt;0.62;660;0.00;;;;;;;;
2018-10-22 06:12:09;206;647;98;Kein Fehler erkannt;1.47;660;0.00;;;;;;;;
2018-10-22 06:12:11;206;647;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 06:12:14;206;647;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:12:16;206;647;98;Kein Fehler erkannt;1.54;660;0.00;;;;;;;;
2018-10-22 06:12:18;206;647;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 06:12:21;206;647;99;Kein Fehler erkannt;0.44;660;0.00;;;;;;;;
2018-10-22 06:12:23;206;647;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:12:25;206;647;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:12:28;206;647;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:12:30;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:12:32;207;650;94;Kein Fehler erkannt;5.32;660;0.00;;;;;;;;
2018-10-22 06:12:35;208;653;94;Kein Fehler erkannt;5.63;660;0.00;;;;;;;;
2018-10-22 06:12:37;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:12:39;208;653;95;Kein Fehler erkannt;4.65;660;0.00;;;;;;;;
2018-10-22 06:12:42;208;653;96;Kein Fehler erkannt;3.94;660;0.00;;;;;;;;
2018-10-22 06:12:44;207;650;91;Kein Fehler erkannt;9.38;660;0.00;;;;;;;;
2018-10-22 06:12:46;208;653;94;Kein Fehler erkannt;5.30;660;0.00;;;;;;;;
2018-10-22 06:12:49;207;650;94;Kein Fehler erkannt;5.89;660;0.00;;;;;;;;
2018-10-22 06:12:52;206;647;94;Kein Fehler erkannt;5.90;660;0.00;;;;;;;;
2018-10-22 06:12:54;205;644;95;Kein Fehler erkannt;4.64;660;0.00;;;;;;;;
2018-10-22 06:12:57;205;644;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:12:59;205;644;98;Kein Fehler erkannt;1.15;660;0.00;;;;;;;;
2018-10-22 06:13:01;206;647;97;Kein Fehler erkannt;2.34;660;0.00;;;;;;;;
2018-10-22 06:13:04;207;650;94;Kein Fehler erkannt;5.78;660;0.00;;;;;;;;
2018-10-22 06:13:06;206;647;99;Kein Fehler erkannt;0.44;660;0.00;;;;;;;;
2018-10-22 06:13:08;207;650;94;Kein Fehler erkannt;5.62;660;0.00;;;;;;;;
2018-10-22 06:13:11;209;656;96;Kein Fehler erkannt;4.11;660;0.00;;;;;;;;
2018-10-22 06:13:13;209;656;96;Kein Fehler erkannt;3.75;660;0.00;;;;;;;;
2018-10-22 06:13:15;206;647;98;Kein Fehler erkannt;1.34;660;0.00;;;;;;;;
2018-10-22 06:13:18;206;647;98;Kein Fehler erkannt;1.56;660;0.00;;;;;;;;
2018-10-22 06:13:20;206;647;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 06:13:22;206;647;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:13:25;206;647;98;Kein Fehler erkannt;1.52;660;0.00;;;;;;;;
2018-10-22 06:13:27;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:13:29;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:13:32;206;647;98;Kein Fehler erkannt;1.21;660;0.00;;;;;;;;
2018-10-22 06:13:34;206;647;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:13:36;208;653;94;Kein Fehler erkannt;5.73;660;0.00;;;;;;;;
2018-10-22 06:13:39;206;647;98;Kein Fehler erkannt;2.09;660;0.00;;;;;;;;
2018-10-22 06:13:41;207;650;94;Kein Fehler erkannt;5.52;660;0.00;;;;;;;;
2018-10-22 06:13:43;206;647;97;Kein Fehler erkannt;2.33;660;0.00;;;;;;;;
2018-10-22 06:13:46;208;653;95;Kein Fehler erkannt;4.75;660;0.00;;;;;;;;
2018-10-22 06:13:48;208;653;95;Kein Fehler erkannt;4.70;660;0.00;;;;;;;;
2018-10-22 06:13:50;208;653;95;Kein Fehler erkannt;4.95;660;0.00;;;;;;;;
2018-10-22 06:13:53;208;653;95;Kein Fehler erkannt;4.88;660;0.00;;;;;;;;
2018-10-22 06:13:55;208;653;94;Kein Fehler erkannt;5.29;660;0.00;;;;;;;;
2018-10-22 06:13:57;208;653;94;Kein Fehler erkannt;5.36;660;0.00;;;;;;;;
2018-10-22 06:14:00;209;656;95;Kein Fehler erkannt;4.32;660;0.00;;;;;;;;
2018-10-22 06:14:02;208;653;95;Kein Fehler erkannt;5.02;660;0.00;;;;;;;;
2018-10-22 06:14:04;207;650;94;Kein Fehler erkannt;5.47;660;0.00;;;;;;;;
2018-10-22 06:14:07;207;650;94;Kein Fehler erkannt;5.25;660;0.00;;;;;;;;
2018-10-22 06:14:09;206;647;97;Kein Fehler erkannt;3.09;660;0.00;;;;;;;;
2018-10-22 06:14:11;208;653;94;Kein Fehler erkannt;5.30;660;0.00;;;;;;;;
2018-10-22 06:14:14;207;650;94;Kein Fehler erkannt;5.62;660;0.00;;;;;;;;
2018-10-22 06:14:16;207;650;95;Kein Fehler erkannt;5.22;660;0.00;;;;;;;;
2018-10-22 06:14:18;207;650;94;Kein Fehler erkannt;5.80;660;0.00;;;;;;;;
2018-10-22 06:14:21;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:14:23;206;647;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:14:25;206;647;99;Kein Fehler erkannt;0.75;660;0.00;;;;;;;;
2018-10-22 06:14:28;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:14:30;206;647;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:14:32;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:14:35;206;647;98;Kein Fehler erkannt;1.09;660;0.00;;;;;;;;
2018-10-22 06:14:37;206;647;98;Kein Fehler erkannt;1.57;660;0.00;;;;;;;;
2018-10-22 06:14:39;206;647;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:14:42;206;647;98;Kein Fehler erkannt;1.44;660;0.00;;;;;;;;
2018-10-22 06:14:44;207;650;94;Kein Fehler erkannt;5.32;660;nan;;;;;;;;
2018-10-22 06:14:46;207;650;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:14:49;208;653;96;Kein Fehler erkannt;3.52;660;0.00;;;;;;;;
2018-10-22 06:14:51;208;653;94;Kein Fehler erkannt;5.40;660;0.00;;;;;;;;
2018-10-22 06:14:53;208;653;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:14:56;208;653;95;Kein Fehler erkannt;4.95;660;0.00;;;;;;;;
2018-10-22 06:14:58;207;650;96;Kein Fehler erkannt;3.92;660;0.00;;;;;;;;
2018-10-22 06:15:01;206;647;98;Kein Fehler erkannt;1.56;660;0.00;;;;;;;;
2018-10-22 06:15:03;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:15:05;207;650;95;Kein Fehler erkannt;5.22;660;0.00;;;;;;;;
2018-10-22 06:15:08;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:15:10;206;647;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:15:12;206;647;98;Kein Fehler erkannt;1.09;660;0.00;;;;;;;;
2018-10-22 06:15:15;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:15:17;206;647;98;Kein Fehler erkannt;1.41;660;0.00;;;;;;;;
2018-10-22 06:15:19;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:15:22;206;647;98;Kein Fehler erkannt;1.21;660;0.00;;;;;;;;
2018-10-22 06:15:24;206;647;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:15:26;207;650;94;Kein Fehler erkannt;5.53;660;0.00;;;;;;;;
2018-10-22 06:15:29;206;647;99;Kein Fehler erkannt;0.94;660;0.00;;;;;;;;
2018-10-22 06:15:31;206;647;98;Kein Fehler erkannt;1.49;660;0.00;;;;;;;;
2018-10-22 06:15:33;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:15:36;206;647;99;Kein Fehler erkannt;1.02;660;0.00;;;;;;;;
2018-10-22 06:15:38;206;647;97;Kein Fehler erkannt;2.68;660;0.00;;;;;;;;
2018-10-22 06:15:40;206;647;98;Kein Fehler erkannt;1.78;660;0.00;;;;;;;;
2018-10-22 06:15:43;207;650;95;Kein Fehler erkannt;5.14;660;0.00;;;;;;;;
2018-10-22 06:15:45;207;650;94;Kein Fehler erkannt;5.91;660;0.00;;;;;;;;
2018-10-22 06:15:47;208;653;95;Kein Fehler erkannt;4.70;660;0.00;;;;;;;;
2018-10-22 06:15:50;208;653;95;Kein Fehler erkannt;4.89;660;0.00;;;;;;;;
2018-10-22 06:15:52;208;653;95;Kein Fehler erkannt;4.34;660;0.00;;;;;;;;
2018-10-22 06:15:54;208;653;94;Kein Fehler erkannt;5.49;660;0.00;;;;;;;;
2018-10-22 06:15:57;208;653;95;Kein Fehler erkannt;5.14;660;0.00;;;;;;;;
2018-10-22 06:15:59;208;653;95;Kein Fehler erkannt;4.20;660;0.00;;;;;;;;
2018-10-22 06:16:01;206;647;97;Kein Fehler erkannt;3.01;660;0.00;;;;;;;;
2018-10-22 06:16:04;207;650;94;Kein Fehler erkannt;5.84;660;0.00;;;;;;;;
2018-10-22 06:16:06;208;653;94;Kein Fehler erkannt;5.59;660;0.00;;;;;;;;
2018-10-22 06:16:08;209;656;95;Kein Fehler erkannt;4.38;660;0.00;;;;;;;;
2018-10-22 06:16:11;209;656;95;Kein Fehler erkannt;4.68;660;0.00;;;;;;;;
2018-10-22 06:16:13;209;656;96;Kein Fehler erkannt;4.11;660;0.00;;;;;;;;
2018-10-22 06:16:15;209;656;96;Kein Fehler erkannt;4.02;660;0.00;;;;;;;;
2018-10-22 06:16:18;209;656;97;Kein Fehler erkannt;2.64;660;0.00;;;;;;;;
2018-10-22 06:16:20;209;656;96;Kein Fehler erkannt;3.72;660;0.00;;;;;;;;
2018-10-22 06:16:22;207;650;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:16:24;208;653;95;Kein Fehler erkannt;5.11;660;0.00;;;;;;;;
2018-10-22 06:16:27;208;653;95;Kein Fehler erkannt;4.67;660;0.00;;;;;;;;
2018-10-22 06:16:29;208;653;95;Kein Fehler erkannt;4.73;660;0.00;;;;;;;;
2018-10-22 06:16:31;208;653;94;Kein Fehler erkannt;5.62;660;0.00;;;;;;;;
2018-10-22 06:16:34;206;647;98;Kein Fehler erkannt;1.54;660;0.00;;;;;;;;
2018-10-22 06:16:36;206;647;98;Kein Fehler erkannt;1.55;660;0.00;;;;;;;;
2018-10-22 06:16:38;206;647;100;Kein Fehler erkannt;0.00;660;0.00;;;;;;;;
2018-10-22 06:16:41;206;647;95;Kein Fehler erkannt;4.20;660;0.00;;;;;;;;
2018-10-22 06:16:43;208;653;94;Kein Fehler erkannt;5.83;660;0.00;;;;;;;;
2018-10-22 06:16:45;208;653;94;Kein Fehler erkannt;5.30;660;0.00;;;;;;;;
2018-10-22 06:16:48;208;653;94;Kein Fehler erkannt;5.93;660;0.00;;;;;;;;
2018-10-22 06:16:50;207;650;94;Kein Fehler erkannt;5.63;660;0.00;;;;;;;;
2018-10-22 06:16:52;208;653;94;Kein Fehler erkannt;5.48;660;0.00;;;;;;;;
2018-10-22 06:16:54;208;653;94;Kein Fehler erkannt;5.93;660;0.00;;;;;;;;
2018-10-22 06:16:57;207;650;94;Kein Fehler erkannt;5.36;660;0.00;;;;;;;;
2018-10-22 06:17:00;208;653;95;Kein Fehler erkannt;5.19;660;0.00;;;;;;;;
2018-10-22 06:17:02;209;656;97;Kein Fehler erkannt;2.89;660;0.00;;;;;;;;
2018-10-22 06:17:04;208;653;95;Kein Fehler erkannt;5.18;660;0.00;;;;;;;;
2018-10-22 06:17:07;207;650;94;Kein Fehler erkannt;5.34;660;0.00;;;;;;;;
2018-10-22 06:17:09;208;653;95;Kein Fehler erkannt;5.08;660;0.00;;;;;;;;
2018-10-22 06:17:11;206;647;98;Kein Fehler erkannt;1.49;660;0.00;;;;;;;;
2018-10-22 06:17:13;206;647;98;Kein Fehler erkannt;1.21;660;0.00;;;;;;;;
2018-10-22 06:17:16;206;647;98;Kein Fehler erkannt;1.21;660;0.00;;;;;;;;
2018-10-22 06:17:18;207;650;95;Kein Fehler erkannt;5.14;660;0.00;;;;;;;;
2018-10-22 06:17:20;206;647;98;Kein Fehler erkannt;1.41;660;0.00;;;;;;;;
2018-10-22 06:17:23;208;653;94;Kein Fehler erkannt;6.14;660;0.00;;;;;;;;
2018-10-22 06:17:25;207;650;94;Kein Fehler erkannt;5.28;660;0.00;;;;;;;;
2018-10-22 06:17:27;208;653;95;Kein Fehler erkannt;4.96;660;0.00;;;;;;;;
2018-10-22 06:17:30;208;653;95;Kein Fehler erkannt;5.12;660;0.00;;;;;;;;
2018-10-22 06:17:32;209;656;96;Kein Fehler erkannt;4.13;660;0.00;;;;;;;;
2018-10-22 06:17:34;207;650;95;Kein Fehler erkannt;4.78;660;0.00;;;;;;;;
2018-10-22 06:17:37;208;653;95;Kein Fehler erkannt;4.31;660;0.00;;;;;;;;
2018-10-22 06:17:39;208;653;95;Kein Fehler erkannt;4.33;660;0.00;;;;;;;;
2018-10-22 06:17:41;206;647;98;Kein Fehler erkannt;1.30;660;0.00;;;;;;;;
2018-10-22 06:17:44;207;650;95;Kein Fehler erkannt;4.91;660;0.00;;;;;;;;
2018-10-22 06:17:46;206;647;98;Kein Fehler erkannt;1.30;660;0.00;;;;;;;;
2018-10-22 06:17:48;209;656;96;Kein Fehler erkannt;3.58;660;0.00;;;;;;;;
