Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-10-29 06:45:13;566;1778;100;Kein Fehler erkannt;0.00;140;6.79;;;;;;;;
2018-10-29 07:45:20;561;1762;94;Kein Fehler erkannt;6.11;140;6.79;;;;;;;;
2018-10-29 08:26:56;560;1759;95;Kein Fehler erkannt;4.78;0;6.79;;;;;;;;
2018-10-29 09:27:03;562;1765;99;Kein Fehler erkannt;0.44;0;6.49;;;;;;;;
2018-10-29 10:27:11;562;1765;100;Kein Fehler erkannt;0.00;0;5.31;;;;;;;;
2018-10-29 11:27:17;562;1765;100;Kein Fehler erkannt;0.00;0;2.95;;;;;;;;
2018-10-29 12:27:12;560;1759;96;Kein Fehler erkannt;4.07;0;nan;;;;;;;;
2018-10-29 13:27:14;555;1743;100;Kein Fehler erkannt;0.00;0;nan;;;;;;;;
2018-10-29 14:27:14;555;1743;99;Kein Fehler erkannt;0.75;0;nan;;;;;;;;
2018-10-29 15:27:14;555;1743;100;Kein Fehler erkannt;0.00;0;nan;;;;;;;;
2018-10-29 16:27:15;555;1743;100;Kein Fehler erkannt;0.00;0;nan;;;;;;;;
2018-10-29 17:27:16;557;1749;100;Kein Fehler erkannt;0.00;0;nan;;;;;;;;
2018-10-29 18:27:21;551;1731;100;Kein Fehler erkannt;0.00;0;nan;;;;;;;;
2018-10-29 18:35:39;551;1731;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-29 19:35:47;549;1724;96;Kein Fehler erkannt;4.10;0;0.00;;;;;;;;
2018-10-29 20:35:55;567;1781;98;Kein Fehler erkannt;1.55;0;0.59;;;;;;;;
2018-10-29 21:36:04;567;1781;98;Kein Fehler erkannt;1.26;0;0.59;;;;;;;;
2018-10-29 22:36:11;567;1781;94;Kein Fehler erkannt;6.19;0;0.59;;;;;;;;
2018-10-29 23:36:20;566;1778;97;Kein Fehler erkannt;2.46;0;0.59;;;;;;;;
2018-10-30 00:36:27;566;1778;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-30 01:36:36;566;1778;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-30 02:36:45;567;1781;96;Kein Fehler erkannt;3.77;0;0.59;;;;;;;;
2018-10-30 03:36:52;568;1784;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-30 04:37:01;568;1784;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-30 05:37:09;563;1768;100;Kein Fehler erkannt;0.00;0;0.59;;;;;;;;
2018-10-30 06:37:17;564;1771;96;Kein Fehler erkannt;4.12;0;0.59;;;;;;;;
2018-10-30 07:37:26;563;1768;98;Kein Fehler erkannt;1.57;0;0.59;;;;;;;;
2018-10-30 08:37:34;563;1768;98;Kein Fehler erkannt;1.26;0;0.59;;;;;;;;
2018-10-30 09:37:42;564;1771;94;Kein Fehler erkannt;5.89;0;0.59;;;;;;;;
2018-10-30 10:37:50;563;1768;99;Kein Fehler erkannt;0.85;0;0.59;;;;;;;;
2018-10-30 11:37:59;564;1771;94;Kein Fehler erkannt;5.37;0;0.59;;;;;;;;
2018-10-30 12:38:00;563;1768;97;Kein Fehler erkannt;3.09;0;nan;;;;;;;;
2018-10-30 13:38:00;563;1768;97;Kein Fehler erkannt;2.62;0;nan;;;;;;;;
2018-10-30 14:38:01;563;1768;95;Kein Fehler erkannt;4.79;0;nan;;;;;;;;
2018-10-30 15:38:02;564;1771;94;Kein Fehler erkannt;5.63;0;nan;;;;;;;;
2018-10-30 16:38:02;561;1762;98;Kein Fehler erkannt;1.95;0;nan;;;;;;;;
2018-10-30 17:34:13;563;1768;95;Kein Fehler erkannt;4.83;0;0.59;;;;;;;;
2018-10-30 18:34:21;563;1768;95;Kein Fehler erkannt;4.59;0;0.59;;;;;;;;
2018-10-30 19:34:30;562;1765;93;Kein Fehler erkannt;6.78;0;0.30;;;;;;;;
2018-10-30 20:34:40;559;1756;98;Kein Fehler erkannt;1.57;0;0.00;;;;;;;;
2018-10-30 21:34:46;553;1737;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-30 22:34:55;553;1737;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-30 23:35:02;555;1743;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 00:35:11;554;1740;97;Kein Fehler erkannt;2.49;0;0.00;;;;;;;;
2018-10-31 01:35:20;555;1743;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 02:35:27;555;1743;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 03:35:36;553;1737;95;Kein Fehler erkannt;5.03;0;0.00;;;;;;;;
2018-10-31 04:35:43;552;1734;93;Kein Fehler erkannt;6.36;0;0.00;;;;;;;;
2018-10-31 05:35:52;550;1727;99;Kein Fehler erkannt;1.02;0;0.00;;;;;;;;
2018-10-31 06:36:01;548;1721;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 07:36:08;548;1721;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 08:36:17;547;1718;99;Kein Fehler erkannt;0.62;0;0.00;;;;;;;;
2018-10-31 09:36:25;547;1718;99;Kein Fehler erkannt;0.85;0;0.00;;;;;;;;
2018-10-31 10:36:33;548;1721;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 11:36:41;548;1721;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 12:36:50;548;1721;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 13:36:59;548;1721;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 14:37:01;542;1702;96;Kein Fehler erkannt;3.60;0;0.00;;;;;;;;
2018-10-31 14:50:40;542;1702;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 15:50:48;542;1702;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 16:50:56;540;1696;98;Kein Fehler erkannt;1.21;0;0.00;;;;;;;;
2018-10-31 17:51:05;541;1699;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-10-31 18:51:13;540;1696;98;Kein Fehler erkannt;1.54;0;0.00;;;;;;;;
2018-10-31 19:51:21;541;1699;94;Kein Fehler erkannt;5.86;0;0.00;;;;;;;;
2018-10-31 20:51:29;541;1699;94;Kein Fehler erkannt;6.28;0;0.00;;;;;;;;
2018-10-31 21:51:38;542;1702;94;Kein Fehler erkannt;5.76;0;0.00;;;;;;;;
2018-10-31 22:51:46;542;1702;98;Kein Fehler erkannt;1.21;0;0.00;;;;;;;;
2018-10-31 23:51:54;537;1687;98;Kein Fehler erkannt;1.38;0;0.00;;;;;;;;
2018-11-01 00:52:03;537;1687;95;Kein Fehler erkannt;4.97;0;0.00;;;;;;;;
2018-11-01 01:52:10;537;1687;98;Kein Fehler erkannt;1.30;0;0.00;;;;;;;;
2018-11-01 02:52:19;537;1687;99;Kein Fehler erkannt;0.75;0;0.00;;;;;;;;
2018-11-01 03:52:27;538;1690;93;Kein Fehler erkannt;7.12;0;0.00;;;;;;;;
2018-11-01 04:52:35;537;1687;95;Kein Fehler erkannt;4.54;0;0.00;;;;;;;;
2018-11-01 05:52:44;539;1693;96;Kein Fehler erkannt;3.30;0;0.00;;;;;;;;
2018-11-01 06:52:51;539;1693;98;Kein Fehler erkannt;1.21;0;0.00;;;;;;;;
2018-11-01 07:53:00;534;1677;98;Kein Fehler erkannt;1.55;0;0.00;;;;;;;;
2018-11-01 08:53:09;528;1658;100;Kein Fehler erkannt;0.00;0;0.00;;;;;;;;
2018-11-01 09:53:16;529;1661;95;Kein Fehler erkannt;4.83;0;0.30;;;;;;;;
2018-11-01 10:53:25;534;1677;99;Kein Fehler erkannt;0.94;0;0.30;;;;;;;;
2018-11-01 11:53:33;530;1665;99;Kein Fehler erkannt;0.62;0;0.30;;;;;;;;
2018-11-01 12:53:41;530;1665;100;Kein Fehler erkannt;0.00;0;0.30;;;;;;;;
2018-11-01 12:56:23;533;1674;97;Kein Fehler erkannt;2.92;20;0.30;;;;;;;;
2018-11-01 13:53:43;532;1671;98;Kein Fehler erkannt;1.56;20;0.30;;;;;;;;
2018-11-01 14:53:58;532;1671;98;Kein Fehler erkannt;1.56;20;0.30;;;;;;;;
2018-11-01 15:54:06;535;1680;100;Kein Fehler erkannt;0.00;20;0.30;;;;;;;;
2018-11-01 16:54:14;533;1674;98;Kein Fehler erkannt;1.38;20;0.30;;;;;;;;
2018-11-01 17:54:22;529;1661;100;Kein Fehler erkannt;0.00;20;0.30;;;;;;;;
2018-11-01 18:54:31;529;1661;100;Kein Fehler erkannt;0.00;20;0.30;;;;;;;;
2018-11-01 19:54:39;549;1724;94;Kein Fehler erkannt;5.51;20;0.89;;;;;;;;
2018-11-01 20:54:53;570;1790;100;Kein Fehler erkannt;0.00;20;1.77;;;;;;;;
2018-11-01 21:54:55;572;1796;98;Kein Fehler erkannt;1.56;20;1.77;;;;;;;;
2018-11-01 22:55:04;572;1796;98;Kein Fehler erkannt;1.30;20;1.77;;;;;;;;
2018-11-01 23:55:11;572;1796;100;Kein Fehler erkannt;0.00;20;1.77;;;;;;;;
2018-11-02 00:55:20;572;1796;100;Kein Fehler erkannt;0.00;20;1.77;;;;;;;;
2018-11-02 01:55:29;572;1796;100;Kein Fehler erkannt;0.00;20;1.77;;;;;;;;
2018-11-02 02:55:36;570;1790;95;Kein Fehler erkannt;4.80;20;1.77;;;;;;;;
2018-11-02 03:55:45;571;1793;98;Kein Fehler erkannt;1.57;20;1.77;;;;;;;;
2018-11-02 04:55:53;571;1793;98;Kein Fehler erkannt;1.54;20;1.77;;;;;;;;
2018-11-02 05:56:01;568;1784;100;Kein Fehler erkannt;0.00;20;1.77;;;;;;;;
2018-11-02 06:56:10;563;1768;96;Kein Fehler erkannt;3.23;20;1.77;;;;;;;;
2018-11-02 07:56:18;560;1759;94;Kein Fehler erkannt;5.87;20;1.77;;;;;;;;
2018-11-02 08:56:26;557;1749;100;Kein Fehler erkannt;0.00;20;1.77;;;;;;;;
2018-11-02 09:56:34;558;1753;93;Kein Fehler erkannt;6.40;20;1.48;;;;;;;;
2018-11-02 10:56:42;559;1756;98;Kein Fehler erkannt;1.47;20;1.48;;;;;;;;
2018-11-02 11:56:51;558;1753;95;Kein Fehler erkannt;4.83;20;1.48;;;;;;;;
2018-11-02 12:56:59;553;1737;100;Kein Fehler erkannt;0.00;20;1.48;;;;;;;;
2018-11-02 13:57:07;553;1737;100;Kein Fehler erkannt;0.00;20;1.48;;;;;;;;
2018-11-02 14:57:15;553;1737;94;Kein Fehler erkannt;5.89;20;1.48;;;;;;;;
2018-11-02 15:57:24;554;1740;95;Kein Fehler erkannt;4.81;20;1.48;;;;;;;;
